aX,aY,aZ,gX,gY,gZ
-0.320,-0.293,0.458,-84.534,190.918,-45.166
-0.261,-0.256,0.209,-81.909,192.383,-37.109
-0.224,-0.161,0.053,-92.041,189.880,-18.372
-0.125,0.158,-0.168,-95.276,178.467,-12.695
-0.086,0.303,-0.257,-80.017,144.348,-19.958
-0.026,0.466,-0.365,-64.270,127.197,-30.212
-0.013,0.485,-0.396,-37.659,101.379,-52.063
-0.006,0.419,-0.479,-35.400,92.285,-61.157
-0.007,0.374,-0.498,-35.217,75.745,-70.129
-0.032,0.319,-0.664,-13.977,64.026,-72.937
-0.056,0.275,-0.846,65.857,10.254,-81.177
-0.147,-0.151,-1.006,89.478,-33.813,-75.745
-0.110,-0.202,-0.857,49.316,-106.873,-29.358
-0.044,0.005,-0.610,26.062,-113.770,-10.071
-0.032,0.078,-0.612,16.785,-114.990,-3.174
-0.055,0.068,-0.512,15.564,-125.122,-4.639
-0.068,0.108,-0.418,12.146,-139.465,-3.845
-0.077,0.248,-0.131,-5.981,-170.166,1.465
-0.075,0.337,0.048,-14.587,-184.448,4.028
-0.066,0.437,0.222,-5.737,-208.923,5.859
-0.056,0.541,0.512,6.775,-218.262,2.747
-0.065,0.566,0.651,11.597,-227.539,-13.245
-0.105,0.503,0.888,9.766,-228.394,-21.667
-0.115,0.420,0.976,4.639,-228.699,-25.391
-0.103,0.335,1.124,4.272,-229.248,-22.461
-0.099,0.346,1.165,21.057,-230.591,-19.165
-0.130,0.339,1.189,28.015,-229.919,-20.020
-0.130,0.326,1.250,23.437,-230.957,-19.470
-0.088,0.322,1.484,15.198,-229.004,-18.005
-0.074,0.318,1.575,-1.648,-209.656,-19.897
-0.062,0.259,1.793,2.686,-202.087,-21.545
-0.050,0.222,1.894,28.015,-191.711,-14.587
-0.032,0.273,1.915,29.419,-180.603,-6.165
-0.010,0.352,1.933,12.329,-156.128,5.127
0.024,0.509,2.019,6.470,-140.930,6.104
0.022,0.523,2.008,19.653,-106.506,-2.380
0.022,0.373,1.933,33.203,-94.055,-7.690
0.033,0.319,1.881,39.673,-78.247,-4.578
0.078,0.501,1.918,27.222,-70.557,0.916
0.086,0.614,1.988,12.817,-58.472,3.174
0.082,0.662,2.010,3.052,-17.639,-7.019
0.068,0.634,1.901,6.165,1.953,-13.184
0.062,0.618,1.858,4.761,24.536,-17.029
0.045,0.614,1.908,-0.549,33.386,-17.517
0.033,0.604,1.926,-4.883,55.969,-17.761
0.016,0.643,1.928,-4.333,67.749,-17.456
0.004,0.699,1.925,-0.732,92.285,-22.705
-0.034,0.774,1.918,0.916,105.591,-28.687
-0.050,0.758,1.889,8.728,134.949,-43.762
-0.065,0.669,1.647,10.193,150.513,-50.171
-0.057,0.667,1.511,-6.409,167.725,-54.504
-0.022,0.688,1.441,-18.311,169.983,-57.983
-0.025,0.666,1.373,-18.250,181.213,-73.364
-0.043,0.548,1.115,-11.780,187.561,-81.482
-0.048,0.470,1.033,-19.226,194.824,-91.736
-0.051,0.374,0.853,-29.968,199.219,-94.055
-0.041,0.333,0.759,-52.551,202.454,-96.069
0.041,0.326,0.729,-59.143,200.073,-95.154
0.094,0.355,0.737,-53.589,203.308,-95.703
0.175,0.386,0.638,-39.185,205.749,-99.670
0.206,0.385,0.548,-22.461,195.862,-107.056
0.212,0.274,0.568,-30.823,192.200,-109.497
0.203,0.127,0.520,-33.875,204.712,-109.497
0.276,0.060,0.362,-31.067,202.698,-102.722
0.317,0.112,0.331,-32.898,184.021,-93.079
0.360,0.135,0.169,-37.537,177.368,-92.346
0.363,0.074,0.079,-56.763,159.302,-89.661
0.407,-0.054,-0.078,-58.838,143.372,-85.388
0.414,-0.035,-0.217,-37.354,90.027,-64.758
0.434,0.129,-0.328,-30.090,53.650,-55.542
0.416,0.209,-0.310,-23.010,1.648,-46.692
0.393,0.207,-0.304,-19.897,-10.864,-48.035
0.329,0.204,-0.344,-17.944,-30.334,-52.063
0.282,0.145,-0.411,-15.381,-42.603,-54.199
0.174,-0.059,-0.444,-6.775,-84.534,-53.589
0.111,-0.087,-0.420,-4.639,-110.413,-45.105
-0.003,-0.038,-0.299,-22.156,-144.348,-19.470
-0.036,-0.070,-0.231,-38.513,-141.968,1.831
-0.030,-0.189,-0.211,-39.551,-138.977,13.367
-0.028,-0.225,-0.253,-41.077,-147.034,33.936
-0.117,-0.111,-0.170,-49.500,-155.518,41.321
-0.191,-0.033,-0.026,-45.654,-172.791,45.837
-0.310,-0.103,0.120,-25.269,-186.096,47.668
-0.314,-0.062,0.235,0.854,-229.004,59.021
-0.272,0.074,0.654,1.160,-238.342,57.068
-0.288,0.035,0.762,-1.831,-219.910,45.044
-0.314,0.038,0.739,-3.052,-217.651,47.241
-0.291,0.102,0.791,-3.540,-239.380,55.603
-0.287,0.128,1.046,-0.916,-245.422,55.847
-0.315,0.131,1.166,5.859,-248.535,59.448
-0.332,0.235,1.319,4.089,-247.986,62.012
-0.296,0.304,1.366,-5.737,-239.563,61.279
-0.225,0.460,1.427,-5.432,-237.305,57.800
-0.227,0.511,1.582,8.728,-247.009,45.837
-0.236,0.519,2.059,21.606,-244.141,39.063
-0.217,0.442,2.156,42.358,-201.477,25.696
-0.138,0.389,2.135,37.598,-175.598,26.062
-0.095,0.451,2.096,15.442,-143.799,36.316
-0.072,0.586,2.099,10.742,-136.963,37.354
-0.089,0.562,2.091,14.709,-127.991,32.166
-0.116,0.438,1.944,28.381,-89.478,16.052
0.095,0.786,2.396,7.507,-1.282,31.677
0.067,0.826,2.719,31.189,43.701,22.278
-0.109,0.762,3.082,35.889,81.787,14.343
-0.206,0.710,2.965,-7.568,175.964,1.404
-0.295,0.684,2.545,-43.701,212.158,-6.775
-0.315,0.657,2.427,-86.121,248.901,-30.884
-0.354,0.469,2.097,-86.426,261.536,-39.978
-0.377,0.356,1.838,-85.022,283.264,-38.818
-0.386,0.282,1.345,-96.130,285.522,-31.555
-0.374,0.281,1.124,-126.282,274.658,-22.278
-0.348,0.258,0.770,-140.442,267.822,-21.484
-0.335,0.252,0.640,-143.372,253.052,-28.931
-0.323,0.141,0.459,-127.991,239.624,-37.781
-0.308,0.083,0.409,-85.510,205.872,-51.880
-0.270,-0.057,0.327,-68.970,191.406,-56.885
-0.256,-0.148,0.283,-53.162,168.030,-58.289
-0.241,-0.245,0.102,-54.382,158.203,-51.208
-0.227,-0.238,0.033,-60.242,136.047,-24.719
-0.188,-0.125,0.047,-59.753,126.404,-9.399
-0.173,-0.015,0.033,-57.861,121.948,3.845
-0.151,0.252,-0.226,-54.871,122.620,14.526
-0.118,0.378,-0.346,-58.960,112.366,9.888
-0.063,0.450,-0.340,-65.247,59.082,-15.137
-0.012,0.326,-0.183,-55.237,34.973,-27.710
-0.030,0.254,-0.257,-26.489,16.907,-33.630
-0.057,0.215,-0.513,-16.479,8.911,-30.884
-0.051,0.213,-0.576,-6.714,-15.991,-23.132
-0.047,0.276,-0.631,-9.033,-28.809,-20.447
-0.043,0.285,-0.622,-23.376,-58.105,-22.766
-0.066,0.249,-0.588,-33.569,-69.458,-24.170
-0.088,0.239,-0.578,-39.978,-85.205,-23.437
-0.118,0.192,-0.599,-33.630,-97.534,-24.231
-0.137,0.180,-0.580,-22.095,-144.470,-25.269
-0.164,0.156,-0.237,-16.968,-174.499,-25.635
-0.187,0.144,0.013,5.310,-211.243,-23.315
-0.168,0.208,0.416,15.259,-216.309,-21.729
-0.126,0.214,0.581,26.062,-222.168,-24.353
-0.071,0.066,0.802,29.358,-227.478,-25.208
-0.052,-0.030,0.900,20.081,-247.986,-9.338
-0.071,0.066,1.234,5.005,-256.470,10.803
-0.051,0.260,1.497,-3.418,-259.094,31.433
0.011,0.404,1.744,19.104,-254.150,28.320
0.024,0.417,1.689,58.533,-244.080,18.677
0.080,0.505,1.720,54.016,-241.821,16.968
0.114,0.567,1.856,38.025,-236.938,17.090
0.130,0.614,1.960,9.827,-195.740,15.869
0.129,0.613,1.936,18.066,-168.396,9.827
0.108,0.535,1.848,69.397,-141.296,-5.798
0.090,0.386,1.684,86.609,-143.494,-8.362
0.091,0.408,1.713,65.247,-146.057,2.136
0.108,0.624,1.789,40.100,-133.423,9.827
0.109,0.677,1.794,6.592,-91.492,8.484
0.097,0.676,1.852,5.127,-72.754,0.610
0.091,0.639,1.853,13.977,-58.716,-7.263
0.088,0.673,1.891,29.114,-45.105,-11.536
0.089,0.722,1.957,24.231,-38.208,-11.902
0.082,0.745,2.005,-7.874,-2.991,-15.747
0.058,0.714,1.971,-30.518,23.682,-17.456
0.049,0.702,1.909,-69.885,77.393,-16.846
0.027,0.790,1.680,-79.895,99.854,-16.541
0.022,0.781,1.552,-93.811,125.366,-23.682
0.037,0.878,1.516,-98.145,127.502,-27.710
0.031,0.901,1.539,-70.679,127.563,-54.687
-0.002,0.808,1.294,-49.377,130.737,-65.186
0.009,0.781,1.192,-35.522,122.192,-69.885
0.029,0.877,1.228,-46.814,120.789,-69.763
0.016,0.904,1.284,-72.144,141.052,-81.848
-0.001,0.782,1.216,-72.815,155.823,-88.196
0.005,0.693,1.079,-53.284,161.194,-88.013
0.058,0.694,0.973,-46.448,148.560,-86.731
0.081,0.715,0.994,-32.715,122.803,-95.825
0.119,0.669,1.026,-26.428,116.821,-104.065
0.146,0.612,0.979,-23.926,121.582,-114.136
0.171,0.498,0.808,-26.245,123.474,-115.112
0.174,0.459,0.785,-31.433,123.901,-114.136
0.162,0.417,0.771,-32.227,133.972,-106.689
0.148,0.292,0.544,-27.588,142.639,-102.661
0.194,0.186,0.402,-21.790,140.625,-93.445
0.211,0.145,0.426,-15.442,132.690,-86.609
0.179,-0.029,0.363,7.080,132.385,-62.622
0.153,-0.105,0.261,13.672,139.648,-44.800
0.139,-0.116,0.080,15.808,148.621,-16.846
0.161,0.168,-0.279,-2.991,140.930,-14.587
0.182,0.241,-0.261,-38.940,100.403,-34.363
0.187,0.192,-0.223,-9.888,55.359,-52.063
0.148,0.016,-0.363,16.724,39.490,-58.533
0.127,-0.079,-0.421,48.828,-0.183,-58.777
0.061,-0.211,-0.425,55.664,-21.912,-50.354
0.019,-0.222,-0.452,51.392,-54.687,-11.963
0.015,0.043,-0.593,41.138,-68.665,7.019
0.023,0.079,-0.592,31.921,-115.784,12.939
0.002,-0.005,-0.467,29.358,-140.930,13.428
-0.020,-0.011,-0.442,21.790,-174.988,24.109
-0.067,0.079,-0.377,15.930,-187.866,30.579
-0.082,0.157,-0.318,16.052,-210.205,30.457
-0.173,0.200,-0.254,25.024,-217.529,21.484
-0.369,-0.049,-0.190,37.720,-233.093,0.916
-0.469,-0.207,-0.121,31.677,-244.141,-0.061
-0.614,-0.311,0.133,-10.925,-274.536,28.259
-0.679,-0.175,0.370,-55.115,-316.833,79.285
-0.767,0.320,1.035,-51.147,-336.243,96.741
-0.785,0.498,1.353,13.306,-364.502,90.210
-0.852,0.654,2.009,44.922,-373.230,74.036
-0.859,0.744,2.361,73.425,-364.746,40.222
-0.749,0.662,2.786,80.139,-336.121,25.330
-0.645,0.508,2.809,84.717,-238.403,4.395
-0.486,0.238,2.572,82.642,-188.171,0.183
-0.443,0.183,2.456,67.261,-129.578,5.493
-0.383,0.228,2.372,60.730,-116.394,11.230
-0.369,0.284,2.306,56.091,-99.915,15.930
-0.312,0.363,1.944,44.617,-42.847,17.822
-0.252,0.370,1.704,39.856,-16.968,17.151
-0.171,0.382,1.378,34.668,-3.418,19.470
-0.161,0.419,1.315,30.823,-7.629,22.034
-0.159,0.492,1.315,18.982,-15.747,21.179
-0.172,0.576,1.395,17.883,-16.846,14.282
-0.184,0.558,1.422,27.588,-6.531,-5.737
-0.213,0.410,1.315,36.316,4.761,-14.587
-0.234,0.307,1.214,45.715,18.188,-21.301
-0.101,0.530,2.162,-29.907,-51.331,15.503
-0.133,0.473,2.396,-46.204,-14.587,15.259
-0.176,0.442,2.761,-60.852,13.550,19.592
-0.195,0.481,2.797,-76.965,86.670,23.376
-0.264,0.540,2.508,-76.599,120.239,20.325
-0.302,0.543,2.348,-82.397,159.058,9.338
-0.351,0.572,2.219,-91.858,172.241,3.479
-0.364,0.567,2.154,-105.652,205.688,-10.559
-0.384,0.437,1.841,-108.765,224.121,-18.616
-0.379,0.344,1.629,-122.925,246.521,-30.884
-0.306,0.294,1.327,-137.390,249.023,-33.997
-0.254,0.349,1.240,-161.011,251.587,-40.771
-0.210,0.474,1.040,-177.673,258.850,-49.133
-0.234,0.442,0.887,-204.590,281.128,-80.444
-0.288,0.136,0.620,-195.435,275.696,-91.370
-0.298,0.006,0.543,-174.438,253.540,-92.712
-0.311,-0.025,0.387,-123.169,199.341,-83.252
-0.332,0.018,0.272,-104.553,179.993,-80.322
-0.378,-0.056,-0.027,-78.552,151.794,-86.182
-0.388,-0.139,-0.142,-70.618,138.916,-87.402
-0.380,-0.212,-0.378,-58.960,116.760,-75.195
-0.356,-0.236,-0.435,-56.091,103.394,-64.758
-0.258,-0.011,-0.396,-76.721,77.148,-29.663
-0.209,0.190,-0.339,-88.989,66.711,-18.982
-0.181,0.344,-0.354,-81.909,53.406,-27.771
-0.190,0.285,-0.436,-67.871,46.875,-37.109
-0.210,0.187,-0.508,-48.218,16.418,-43.823
-0.204,0.132,-0.505,-34.302,-4.089,-43.457
-0.192,0.099,-0.521,3.723,-41.504,-33.691
-0.125,0.132,-0.668,18.188,-58.899,-25.879
-0.108,0.163,-0.743,20.996,-90.149,-15.259
-0.122,0.184,-0.703,12.329,-108.521,-14.343
-0.125,0.224,-0.579,-8.850,-147.949,-15.625
-0.105,0.309,-0.279,-8.606,-163.879,-19.043
-0.104,0.320,-0.177,21.179,-189.026,-28.809
-0.149,0.263,-0.044,37.537,-204.163,-32.410
-0.163,0.242,0.114,49.316,-243.896,-29.236
-0.144,0.250,0.604,46.204,-258.057,-20.813
-0.107,0.344,0.791,22.217,-257.202,1.160
-0.065,0.548,0.955,8.484,-247.986,4.150
-0.063,0.525,1.091,-5.249,-244.995,-1.526
-0.051,0.463,1.660,3.845,-252.319,-2.625
-0.033,0.476,1.830,48.401,-246.155,-4.089
0.036,0.422,1.887,59.631,-236.938,-6.165
0.072,0.362,1.943,35.522,-210.815,-0.549
0.134,0.372,2.072,25.513,-191.528,6.165
0.165,0.450,2.065,44.800,-157.715,10.254
0.221,0.596,2.047,59.631,-147.827,5.493
0.238,0.606,2.001,57.678,-122.375,-6.104
0.251,0.638,1.988,36.438,-106.506,-8.911
0.255,0.697,2.024,5.371,-69.031,-15.564
0.239,0.658,1.938,8.789,-49.866,-21.729
0.228,0.592,1.884,17.761,-35.339,-26.306
0.219,0.545,1.859,29.541,-21.057,-26.123
0.209,0.562,1.849,28.137,-14.343,-23.499
0.207,0.605,1.860,15.137,8.118,-21.118
0.209,0.707,1.891,10.803,21.423,-22.339
0.205,0.738,1.878,15.076,45.837,-27.771
0.174,0.716,1.789,19.043,55.603,-30.457
0.156,0.713,1.767,20.874,71.777,-32.410
0.135,0.877,1.745,14.832,82.703,-32.349
0.134,1.008,1.748,-11.475,116.882,-45.471
0.086,0.983,1.676,-22.095,143.372,-60.059
0.054,0.880,1.496,-34.363,196.106,-82.275
0.035,0.835,1.060,-33.447,202.942,-101.196
0.079,0.640,0.958,-5.127,177.246,-141.479
0.117,0.363,0.885,0.732,162.231,-127.747
0.107,0.340,0.822,-10.010,146.301,-100.159
0.094,0.365,0.650,-18.066,140.991,-94.238
0.097,0.397,0.583,-31.311,137.451,-90.393
0.122,0.428,0.506,-28.992,134.338,-92.468
0.132,0.432,0.539,-22.766,120.300,-101.562
0.086,0.344,0.485,-13.733,115.417,-107.483
0.096,0.154,0.220,-12.390,103.943,-113.770
0.120,0.072,0.161,-19.531,94.543,-114.197
0.175,0.097,0.102,-25.208,79.956,-109.375
0.179,0.111,0.095,-14.954,60.242,-107.666
0.199,0.061,0.084,-5.310,45.532,-109.436
0.209,0.013,0.083,2.869,31.250,-110.474
0.229,-0.073,0.145,-8.484,16.418,-108.765
0.236,-0.086,0.141,-20.020,16.663,-104.736
0.245,-0.080,0.115,-25.208,17.029,-88.989
0.258,-0.129,0.049,-18.005,13.550,-77.637
0.257,-0.108,0.036,-16.907,4.761,-49.438
0.228,-0.101,-0.020,-16.296,-0.549,-39.917
0.207,-0.129,-0.085,-23.621,-19.714,-24.170
0.177,-0.133,-0.173,-22.339,-38.940,-12.024
0.126,-0.164,-0.158,-4.700,-93.872,14.038
0.083,-0.184,-0.219,-2.686,-113.892,26.428
-0.035,-0.008,-0.206,-20.081,-143.066,49.988
-0.089,0.017,-0.139,-24.902,-154.358,48.889
-0.117,0.029,0.046,-10.254,-179.260,35.828
-0.130,0.071,0.189,0.916,-197.693,31.128
-0.229,0.076,0.392,22.400,-228.271,26.001
-0.276,0.049,0.425,30.334,-240.906,26.245
-0.309,0.001,0.458,37.964,-268.433,30.151
-0.389,-0.057,0.701,34.119,-277.954,31.372
-0.424,-0.029,0.948,6.592,-277.649,30.701
-0.437,0.196,1.443,-4.578,-266.907,29.724
-0.406,0.271,1.587,9.949,-244.019,17.456
-0.345,0.176,1.774,20.935,-236.267,8.545
-0.324,0.148,1.854,16.479,-219.971,6.226
-0.269,0.284,1.982,12.268,-209.229,10.254
-0.252,0.319,2.033,16.785,-178.833,12.451
-0.248,0.317,2.107,18.005,-160.461,13.611
-0.245,0.319,2.099,18.921,-118.774,18.616
-0.220,0.290,1.891,19.104,-101.746,20.630
-0.191,0.301,1.855,-12.146,-84.534,20.996
-0.155,0.331,1.897,-29.358,-70.435,18.921
-0.147,0.334,1.802,-24.536,-31.860,15.503
-0.124,0.362,1.613,-10.803,-23.193,13.916
-0.125,0.375,1.551,10.254,-19.531,9.827
-0.134,0.356,1.368,11.414,-18.555,8.667
-0.144,0.346,1.310,6.287,-17.456,5.554
-0.178,0.280,1.189,5.920,-12.390,2.563
-0.195,0.216,1.126,11.108,-2.319,-3.113
-0.209,0.137,1.061,12.512,-2.136,-4.822
-0.222,0.104,1.063,7.141,-1.404,-7.812
-0.236,0.039,1.015,3.967,0.732,-6.287
0.075,1.186,2.057,-55.908,-89.111,61.584
0.102,1.242,2.321,-66.956,-20.264,21.851
0.104,1.126,2.545,-66.589,21.423,4.761
0.083,1.054,2.662,-40.771,76.355,-14.771
0.023,0.942,2.968,-25.757,94.116,-20.203
-0.007,0.868,3.123,-5.920,137.390,-26.733
-0.125,0.658,2.957,-5.798,173.279,-27.100
-0.180,0.568,2.576,-38.940,245.422,-26.428
-0.216,0.420,1.955,-65.369,259.460,-28.320
-0.233,0.415,1.926,-97.656,254.700,-31.250
-0.319,0.330,1.836,-92.957,257.446,-33.203
-0.353,0.235,1.659,-89.661,276.978,-32.104
-0.370,0.080,1.267,-96.863,279.846,-27.222
-0.365,0.021,1.076,-114.685,266.846,-11.536
-0.345,-0.023,0.753,-121.155,254.089,-3.845
-0.324,0.016,0.669,-122.131,223.328,3.540
-0.274,0.071,0.566,-112.000,211.548,-0.122
-0.252,0.061,0.487,-96.008,202.576,-12.451
-0.211,0.145,0.234,-96.741,199.402,-15.991
-0.200,0.170,0.117,-100.525,182.495,-21.118
-0.177,0.161,-0.099,-95.825,169.189,-22.705
-0.181,0.042,-0.184,-75.195,135.193,-15.015
-0.144,0.065,-0.238,-68.054,114.441,-2.380
-0.131,0.096,-0.234,-54.932,77.759,2.502
-0.094,0.231,-0.195,-57.007,65.002,1.526
-0.069,0.317,-0.173,-63.477,56.213,-1.404
-0.058,0.307,-0.246,-64.575,44.434,-13.428
-0.063,0.257,-0.361,-53.711,37.903,-17.883
-0.053,0.239,-0.524,-31.799,7.324,-19.043
-0.040,0.298,-0.526,-30.640,-12.085,-16.418
-0.031,0.447,-0.489,-34.363,-41.687,-16.541
-0.036,0.500,-0.506,-31.982,-52.612,-23.132
-0.058,0.456,-0.566,-13.184,-77.148,-42.603
-0.076,0.343,-0.578,3.784,-93.750,-50.293
-0.093,0.198,-0.591,35.278,-128.052,-52.917
-0.120,0.003,-0.626,39.978,-144.470,-46.997
-0.140,-0.015,-0.578,25.574,-178.345,-26.550
-0.183,0.083,-0.248,16.296,-194.702,-17.761
-0.186,0.193,-0.040,16.418,-212.952,-16.724
-0.200,0.206,0.147,26.367,-213.257,-25.085
-0.223,0.081,0.179,31.067,-225.586,-32.166
-0.255,-0.045,0.478,21.118,-239.197,-21.667
-0.267,0.042,0.764,9.277,-257.507,2.441
-0.216,0.387,1.357,17.334,-255.188,3.601
-0.134,0.517,1.500,52.307,-234.070,-11.414
-0.002,0.486,1.581,59.814,-224.792,-15.381
0.040,0.448,1.651,31.677,-209.167,-8.362
0.136,0.477,1.797,16.663,-200.378,-2.136
0.161,0.538,1.863,24.292,-192.139,5.005
0.195,0.665,1.987,42.419,-190.124,5.249
0.212,0.646,1.983,59.753,-170.837,-5.554
0.243,0.567,1.913,51.758,-156.555,-9.888
0.252,0.579,1.918,33.813,-133.484,-13.489
0.251,0.656,2.013,32.227,-123.047,-18.066
0.237,0.691,2.046,36.560,-109.863,-25.452
0.223,0.708,2.020,54.260,-79.285,-42.419
0.203,0.633,1.930,57.495,-67.139,-50.110
0.192,0.545,1.926,45.532,-40.283,-47.485
0.194,0.578,1.890,35.400,-22.766,-37.903
0.204,0.670,1.881,20.996,3.662,-31.311
0.208,0.820,1.950,20.813,12.329,-34.790
0.184,0.861,1.973,32.471,32.654,-45.776
0.085,0.808,1.884,37.842,46.021,-53.467
0.056,0.728,1.804,35.217,65.918,-67.383
0.053,0.618,1.775,30.640,72.388,-72.266
0.064,0.610,1.757,27.710,82.886,-77.515
0.043,0.629,1.767,25.269,108.215,-94.177
0.004,0.595,1.744,25.757,121.033,-105.347
-0.030,0.521,1.670,8.301,161.133,-124.084
-0.017,0.372,1.522,-10.681,186.096,-127.991
-0.002,0.303,1.409,-31.982,236.694,-131.531
0.051,0.100,0.984,-25.452,252.747,-129.578
0.087,0.024,0.777,0.305,247.986,-111.938
0.104,0.031,0.588,1.587,228.821,-99.426
0.123,0.037,0.547,-17.029,178.467,-88.684
0.174,0.075,0.446,-28.870,153.564,-87.952
0.176,0.118,0.412,-44.006,123.474,-79.285
0.161,0.062,0.277,-45.532,123.291,-73.181
0.188,0.017,0.116,-39.917,120.911,-52.063
0.305,0.108,-0.059,-44.678,100.891,-39.917
0.329,0.222,0.066,-51.575,40.222,-32.166
0.292,0.261,0.022,-41.565,26.917,-38.635
0.285,0.210,-0.070,-35.645,17.395,-51.270
0.231,0.040,0.005,-31.067,11.963,-52.734
0.202,-0.008,-0.016,-20.508,9.277,-49.072
0.188,0.016,-0.086,-10.986,-1.465,-33.508
0.164,0.035,-0.080,-11.414,-13.306,-28.381
0.105,-0.006,-0.072,3.296,-39.001,-23.437
0.084,-0.042,-0.068,12.695,-51.331,-19.897
0.020,-0.079,-0.169,18.738,-60.120,-7.629
-0.026,-0.039,-0.316,11.658,-65.796,5.859
-0.103,0.097,-0.505,2.991,-80.200,7.690
-0.125,0.094,-0.450,-1.770,-99.365,5.432
-0.136,-0.083,-0.266,13.306,-132.141,-1.831
-0.160,-0.126,-0.160,17.334,-144.531,-1.343
-0.188,-0.057,-0.035,16.907,-158.447,8.484
-0.188,0.008,-0.052,15.259,-166.382,11.658
-0.160,0.145,0.148,-7.080,-209.534,15.198
-0.170,0.157,0.329,-14.648,-232.239,15.686
-0.202,0.146,0.495,2.258,-260.559,14.343
-0.309,0.074,0.855,15.564,-275.085,12.634
-0.370,0.025,1.128,7.080,-300.049,22.034
-0.434,0.206,1.882,-12.207,-300.476,35.217
-0.416,0.396,2.222,-22.827,-263.550,46.448
-0.349,0.472,2.329,-7.446,-226.318,38.147
-0.310,0.384,2.248,17.395,-165.833,18.127
-0.205,0.193,2.094,24.414,-150.452,14.587
-0.175,-0.005,1.876,37.964,-135.620,18.494
-0.197,-0.081,1.777,40.466,-132.324,24.902
-0.205,0.058,1.647,33.569,-121.521,44.434
-0.171,0.297,1.718,21.362,-107.788,45.532
-0.161,0.486,1.956,30.579,-92.896,31.616
-0.171,0.369,1.907,49.255,-72.937,15.686
-0.180,0.210,1.771,48.889,-45.471,2.625
-0.192,0.099,1.616,20.752,-37.598,6.836
-0.194,0.115,1.524,-4.456,-16.235,14.526
-0.179,0.099,1.212,4.089,-10.193,14.526
-0.179,0.070,1.100,11.841,-13.306,13.245
-0.197,0.117,1.060,3.601,-17.944,14.160
-0.186,0.359,2.222,-22.644,-46.509,38.025
-0.226,0.357,2.288,-53.894,-15.259,38.208
-0.318,0.401,2.453,-79.285,2.563,40.955
-0.437,0.436,2.340,-113.098,50.110,40.161
-0.501,0.392,2.194,-114.868,72.388,33.142
-0.594,0.190,1.910,-98.389,98.511,14.526
-0.623,0.101,1.809,-93.201,111.267,10.132
-0.643,0.096,1.784,-116.943,142.578,15.991
-0.648,0.371,1.842,-133.240,159.241,18.494
-0.641,0.484,1.847,-141.541,188.477,4.639
-0.646,0.411,1.672,-139.709,200.439,-6.348
-0.636,0.365,1.506,-144.531,213.074,-18.372
-0.599,0.342,1.279,-148.865,212.097,-22.400
-0.583,0.333,1.176,-143.921,211.792,-31.860
-0.526,0.328,0.897,-134.338,212.158,-38.208
-0.490,0.335,0.792,-115.845,206.909,-55.420
-0.460,0.210,0.569,-111.206,206.055,-65.063
-0.443,0.141,0.429,-120.300,208.618,-74.829
-0.405,0.088,0.261,-123.901,207.397,-76.355
-0.378,0.078,0.185,-101.135,196.289,-79.590
-0.299,0.086,0.003,-82.458,183.533,-81.177
-0.259,0.102,-0.103,-68.970,152.405,-80.688
-0.181,0.181,-0.263,-82.153,139.465,-78.491
-0.158,0.217,-0.272,-105.408,118.103,-75.256
-0.142,0.230,-0.233,-99.792,109.192,-73.242
-0.133,0.246,-0.231,-58.594,87.036,-65.674
-0.109,0.285,-0.364,-31.616,72.693,-63.049
-0.094,0.283,-0.464,-7.385,55.664,-61.768
-0.043,0.231,-0.615,15.686,15.747,-60.242
-0.017,0.148,-0.642,14.038,-3.784,-59.631
0.001,0.059,-0.637,0.000,-36.133,-46.753
0.002,-0.006,-0.600,-2.441,-51.025,-34.729
0.002,0.098,-0.630,10.498,-83.923,-13.855
-0.005,0.154,-0.630,16.907,-100.891,-8.423
-0.038,0.235,-0.542,18.250,-135.620,-7.141
-0.058,0.244,-0.415,3.113,-165.833,-10.437
-0.126,0.188,-0.035,-5.188,-173.523,-10.620
-0.164,0.146,0.117,7.751,-172.913,-3.357
-0.249,0.106,0.209,26.550,-176.025,2.380
-0.279,0.149,0.280,46.387,-208.069,11.719
-0.282,0.256,0.629,44.556,-227.600,12.756
-0.281,0.301,0.827,38.269,-241.699,12.085
-0.264,0.467,1.198,20.264,-245.178,9.888
-0.251,0.502,1.403,21.606,-238.586,5.005
-0.231,0.478,1.569,66.406,-223.022,-11.658
-0.181,0.355,1.625,90.088,-215.027,-16.846
-0.166,0.301,1.563,83.984,-199.951,-14.587
-0.167,0.328,1.714,57.495,-195.435,-9.827
-0.138,0.474,1.925,24.536,-175.537,-5.249
-0.064,0.598,2.136,37.109,-155.151,-11.780
-0.041,0.508,2.067,74.707,-112.488,-27.710
0.006,0.338,1.899,79.651,-101.135,-29.602
0.031,0.350,1.892,51.697,-95.154,-21.423
0.067,0.591,2.045,28.870,-87.158,-16.968
0.069,0.668,2.090,19.714,-55.481,-20.935
0.072,0.646,1.973,31.982,-41.931,-25.330
0.081,0.592,1.889,47.058,-23.132,-30.029
0.110,0.630,1.869,38.818,-12.146,-29.480
0.116,0.796,1.984,1.343,20.813,-35.278
0.097,1.229,2.249,-11.658,41.626,-44.983
0.057,1.320,2.275,-8.606,63.354,-60.364
-0.045,1.152,2.098,30.151,96.924,-96.191
-0.056,1.035,1.950,49.683,108.398,-108.215
-0.051,0.909,1.815,65.674,130.432,-124.451
